article_id, text, id, l/m, wave, subj_id, user_id, q1, q2, q3, q4, q5, q6, q7, q8, q9, q10, q11, q12
"F1f", "This article describes two experts advocating for GMO's. GMO's are crops that are artificially altered through methods other than natural selection and genetic recombination. An ecologist agrues that GMO crops can help reduce the use of water in farming practices. The other Ph.D argues that GMO crops can be helpful to reduce the use of pesticides.", "322", "L11", "1", "user31", "1", "4", "2", "0", "0", "0", "0", "0", "2", "0", "0", "0", "1"
"F1f", "The article was about using a substance called GMO on plants.  The GMO was created artificially.  Scientiest stated that GMO will reduce the use of water.  The article also stated that it will reduce the use of pesticide. ", "323", "L11", "2", "user32", "1", "4", "1", "2", "0", "0", "0", "0", "3", "2", "2", "2", "2"
"F3d", "MMR vaccine, virologist Dr against vaccine, ecologist Dr for vaccine", "274", "L7", "2", "user20", "1", "2", "2", "0", "0", "0", "1", "1", "0", "0", "0", "1", "1"
"F1f", "GMO plants are being proposed to reduce food shortages. GMo plants are plants genetically modifies from their natural state. An expert suggests GMO plants can protect the enviroment by needing less resources. A non expert agrees, saying they can be modified to need less water.", "326", "M12", "2", "user35", "1", "4", "2", "0", "0", "0", "0", "1", "1", "0", "0", "0", "0"
"U1g", "Thorium is a safer alternative to uranium, and Dr. Johnson said it should not be used since it has a lot of neutron leaks, although a different, non-expert, said that it should be used because it is a safer alternative.", "352", "L13", "1", "user37", "1", "4", "2", "2", "0", "0", "0", "0", "1", "0", "0", "0", "0"
"F1f", "GMO plants are proposed to reduce food shortages. GMo plants are plants that have been genetically modified. An expert suggests that GMO can be made to reduce environmental impact. A non-expert agrees, saying that GMO plants can be made to require less water.", "327", "M12", "3", "user36", "1", "4", "2", "0", "0", "0", "0", "1", "1", "0", "0", "0", "0"
"F2f", "Stem cells are a gentic cell in the body. They have the ability to regenerate other cells, such as heart or brain tissue. Much research has been conducted on the use of stem cells. ", "329", "M9", "2", "user26", "1", "4", "0", "3", "2", "2", "2", "2", "3", "2", "2", "2", "2"
"F2f", "Stem cells are a genetic cell in the body, which can be used to generate new heart or brain cells. Lots of research has gone into studying stem cells.", "330", "M9", "3", "user27", "1", "4", "0", "3", "2", "2", "2", "2", "3", "2", "2", "2", "2"
"F2f", "Stem cells can be very beneficial for diseases such as cancer and etc. An expert and a non-expert both that aggree for different reasons that stem cells can be beneficial for the health of mankind.
", "331", "L10", "1", "user28", "1", "2", "2", "0", "0", "0", "1", "1", "1", "0", "0", "1", "1"
"F2f", "Stem cells can be used to treat many diseases such as cancer and etc. Both an expert and a non-expert agree with the use of stem cells for different reasons, but ultimately agree that their usage will benefit mankind.", "332", "L10", "2", "user29", "1", "2", "2", "0", "0", "0", "1", "1", "1", "0", "0", "1", "1"
"F2f", "many scientist believe that stems cells can be a great resource for finding cures for diseases and other uses.", "333", "L10", "3", "user30", "1", "2", "1", "2", "0", "0", "0", "0", "3", "2", "2", "2", "2"
"F2f", "Stem cells were discussed in this article. Two experts, one a geneticist and the other a chemist both advocate for the stem cell research and its potential to understand abnormalties in cells and improve knowledge on the topic.", "334", "L11", "1", "user31", "1", "2", "2", "0", "0", "0", "0", "0", "0", "0", "0", "1", "1"
"F2f", "The article was about stem cell research and its benefits.  There were two scientists, a geneticist and chemist, that adocated for stem cell research.  The research would provide understanding in abnormalities in cells other use knowledge. ", "335", "L11", "2", "user32", "1", "2", "2", "2", "0", "0", "0", "0", "2", "0", "0", "1", "1"
"F2f", "This article was about stem cell research. The two advocates, a geneticist and a chemist, advocated for it because they said it would help bring new insight for regeneration of cells and other knowledge.", "336", "L11", "3", "user33", "1", "2", "2", "2", "0", "0", "0", "1", "2", "0", "0", "1", "1"
"F2f", "a stem cell is a generic cell which can make exact copies of itself indefinitely. a geneticist proposed that studying these cells can be beneficial for learning about similar cells, disease, and development. a chemist, non-expert, agrees that stem cell research will be beneficial in understanding lifespan development.", "337", "M12", "1", "user34", "1", "4", "2", "0", "0", "0", "0", "1", "1", "0", "0", "0", "0"
"F2f", "a stem cell is a generic cell that can become any part of the organism. a geneticist argues stemm cells will help us better understand disease, aging, and development. a chemist non expert says it will help us better understand growth.", "338", "M12", "2", "user35", "1", "2", "2", "0", "0", "0", "0", "1", "1", "0", "0", "0", "0"
"F2f", "a stem cell is a cell that can become any part of an organism. an experts suggests that stemm cells can help us understand aging, disease, and development. a chemist non expert suggests stem cells do something", "339", "M12", "3", "user36", "1", "2", "2", "0", "0", "0", "0", "1", "1", "1", "1", "1", "1"
"F3f", "Mumps is a deadly disease caused by a virus. Mumps can be prevented by the MMR vaccine, which protects against 3 types of the disease: measels, mumps, and rubella. The vaccine is usually administered in two doses, when a child is one and four years old. Dr. White, an ecologist and expert in the field, supports the vaccine because it will lead to fewer out breaks of the disease. Dr. Blaire, a non-expert, also supports the vaccine because compared to the last century it has led to a 99% decrease in the occurance of mumps.", "340", "M9", "1", "user25", "1", "4", "2", "0", "0", "0", "0", "0", "1", "0", "0", "0", "0"
"F3f", "Mumps is a deadly disease caused by a virus. Mumps can be prevented by the MMR vaccine which prevents 3 forms of the disease- measels, mumps, and rubella. The vaccine is usually given in 2 doses, 1 when a child is one year old and another when a child is 4 years old. Dr. White, an ecologist and expert in the field, is in favor of the vaccine.", "341", "M9", "2", "user26", "1", "4", "1", "0", "0", "0", "1", "1", "3", "2", "2", "2", "2"
"F3f", "Mumps is a disease caused by a virus which can be treated with the Measels, Mumps, and Rubella vaccine. The vaccine is given in two doses, once when a child is 1, and another time when the child is 4. Dr. White, an expert in vaccines, is in favor of vaccines.", "342", "M9", "3", "user27", "1", "4", "1", "0", "0", "0", "1", "1", "3", "2", "2", "2", "2"
"F3f", "Mumps is a viral infection that can be prevented by the two step MMR vaccine. An expert on vacines says that the MMR vaccine has been very helpful while another individual who isn't an expert on vaccines says that the vaccine is no longer neccessary.
", "343", "L10", "1", "user28", "1", "4", "2", "0", "0", "0", "1", "1", "1", "0", "1", "1", "1"
"F3f", "Mumps is a disease that can be prevented through the use of the two step MMR vaccine. An expert in the field that has studied the vaccine believes that the vaccine is useful in preventing the spread of the disease, while a non-expert in the field believes that the vaccine is no longer necessary.", "344", "L10", "2", "user29", "1", "4", "2", "0", "0", "0", "0", "0", "1", "0", "1", "0", "1"
"F3f", "mumps is a disease that can be prevented with the MMR vaccine. some experts believe it is very useful while others beleive the vaccine is now obsolete.", "345", "L10", "3", "user30", "1", "4", "2", "0", "0", "0", "1", "1", "2", "0", "1", "0", "1"
"F3f", "MMR vaccine is a vaccine that protects against measles, mumps, and rubella. One expert says this vaccine is needed to prevent these disseases. One other Ph.D that is not an expert on vaccines says that there has been a 99% decrease in these diseases since its implementation.", "346", "L11", "1", "user31", "1", "4", "2", "0", "0", "0", "0", "0", "1", "0", "0", "0", "0"
"F3f", "measles are a highly contagious virus/disease. the MMR vaccine, which can be administered in childhood, is a way to protect the population from measles, and mumps and rubella. dr white , a virologist, says it is safe and effective for usage (assumedly for adults and children). and dr blair, an expert in another field, says that measles have decreased by 99% in the US since use of the vaccine began", "349", "M12", "1", "user34", "1", "4", "2", "0", "0", "0", "0", "0", "1", "0", "0", "0", "0"
"F3f", "measles is a serious condition, and the MMR vaccine can help prevent it. Dr. White reccomends this vaccination", "351", "M12", "3", "user36", "1", "4", "1", "2", "0", "0", "1", "1", "3", "2", "2", "2", "2"
"U1g", "Thorium is a safer alternative to Uranium, but the Doctor says that it can be more harmful.  A non expert says that it is safe. ", "354", "L13", "3", "user39", "1", "4", "2", "0", "0", "0", "1", "1", "1", "0", "0", "1", "1"
"U1g", "Thorium is a new element that is being looked at to replace uranium in nuclear reactors. Dr. Johnson opposes it because thorium could lead to more leaks. The other doctor supports it because it is more efficient", "355", "M14", "1", "user40", "1", "4", "2", "2", "0", "0", "0", "0", "2", "0", "0", "0", "1"
"U1g", "Thorium is being looked at to replace uranium in nuclear reactors. Dr. Johnson supports it because it is more efficient. The other professor is against it because thorium is more radioactive.", "356", "M14", "2", "user41", "1", "4", "2", "2", "0", "1", "0", "1", "2", "0", "1", "0", "1"
"U1g", "thorium is being looked at to replace uranium in nuclear reactors.  dr. johnson supports it, but the other proffessor is against it because thorium is more radioactive.", "357", "M14", "3", "user42", "1", "4", "2", "2", "0", "1", "1", "1", "2", "0", "1", "0", "1"
"U1g", "A new element is being researched called thorium. It could replace uranium in the nuclear world. Neutrons that leak out of the region can no longer be used in fission", "358", "M15", "1", "user43", "1", "4", "0", "3", "2", "2", "2", "2", "3", "2", "2", "2", "2"
"U1g", "A new element is being researched called thorium. It could replace uranium in the nuclear world. Neutrons that leak out during fission cannot be used in that region.", "359", "M15", "2", "user44", "1", "4", "0", "3", "2", "2", "2", "2", "3", "2", "2", "2", "2"
"U1g", "A new element called Thorium coild potentially replace  in the Nuclear World. Neutrons that are leaked cannot be used in that region.", "360", "M15", "3", "user45", "1", "4", "0", "3", "2", "2", "2", "2", "3", "2", "2", "2", "2"
